,country,sector,gas,emissions_quantity,year
831,CHL,oil-and-gas-production-and-transport,co2e_100yr,1545120.901,2016
832,CAN,oil-and-gas-production-and-transport,co2,283220111.2,2016
833,CAN,oil-and-gas-production-and-transport,ch4,2469733.339,2016
834,CAN,oil-and-gas-production-and-transport,co2e_100yr,356818164.7,2016
835,CAN,oil-and-gas-production-and-transport,co2e_20yr,522876905.8,2016
836,CHL,oil-and-gas-production-and-transport,co2e_20yr,3010824.396,2016
837,CIV,oil-and-gas-production-and-transport,co2,510131.0317,2016
838,CIV,oil-and-gas-production-and-transport,ch4,31518.72838,2016
839,CIV,oil-and-gas-production-and-transport,co2e_100yr,1449389.137,2016
840,CIV,oil-and-gas-production-and-transport,co2e_20yr,3245872.433,2016
841,CMR,oil-and-gas-production-and-transport,co2,3261791.595,2016
842,CMR,oil-and-gas-production-and-transport,ch4,117572.0105,2016
843,CMR,oil-and-gas-production-and-transport,co2e_100yr,6765437.51,2016
844,CMR,oil-and-gas-production-and-transport,co2e_20yr,13339523.28,2016
845,COD,oil-and-gas-production-and-transport,co2,374174.8666,2016
846,COD,oil-and-gas-production-and-transport,ch4,14282.7338,2016
847,COD,oil-and-gas-production-and-transport,co2e_100yr,799800.3339,2016
848,COD,oil-and-gas-production-and-transport,co2e_20yr,1618801.637,2016
849,COG,oil-and-gas-production-and-transport,co2,4086697.122,2016
850,COG,oil-and-gas-production-and-transport,ch4,178075.8758,2016
851,COG,oil-and-gas-production-and-transport,co2e_100yr,9393358.22,2016
852,COG,oil-and-gas-production-and-transport,co2e_20yr,19523997.57,2016
853,COL,oil-and-gas-production-and-transport,co2,26801062.87,2016
854,COL,oil-and-gas-production-and-transport,ch4,366734.104,2016
855,COL,oil-and-gas-production-and-transport,co2e_100yr,37729739.16,2016
856,COL,oil-and-gas-production-and-transport,co2e_20yr,61040039.44,2016
857,CUB,oil-and-gas-production-and-transport,co2,1866875.601,2016
858,CUB,oil-and-gas-production-and-transport,ch4,16604.24463,2016
859,CUB,oil-and-gas-production-and-transport,co2e_100yr,2361682.091,2016
860,CUB,oil-and-gas-production-and-transport,co2e_20yr,3356115.506,2016
861,DEU,oil-and-gas-production-and-transport,co2,1036128.225,2016
862,DEU,oil-and-gas-production-and-transport,ch4,85330.61979,2016
863,DEU,oil-and-gas-production-and-transport,co2e_100yr,3578980.695,2016
864,DEU,oil-and-gas-production-and-transport,co2e_20yr,8331563.237,2016
865,DNK,oil-and-gas-production-and-transport,co2,1784539.726,2016
866,DNK,oil-and-gas-production-and-transport,ch4,81502.12619,2016
867,DNK,oil-and-gas-production-and-transport,co2e_100yr,4213303.087,2016
868,DNK,oil-and-gas-production-and-transport,co2e_20yr,9425769.237,2016
869,DZA,oil-and-gas-production-and-transport,co2,55576205.98,2016
870,DZA,oil-and-gas-production-and-transport,ch4,3491564.144,2016
871,DZA,oil-and-gas-production-and-transport,co2e_100yr,159624817.5,2016
872,DZA,oil-and-gas-production-and-transport,co2e_20yr,360247110.7,2016
873,ECU,oil-and-gas-production-and-transport,co2,8015924.547,2016
874,CHN,oil-and-gas-production-and-transport,co2,232430000.2,2016
875,CHN,oil-and-gas-production-and-transport,ch4,2613013.244,2016
876,CHN,oil-and-gas-production-and-transport,co2e_100yr,310297794.8,2016
877,CHN,oil-and-gas-production-and-transport,co2e_20yr,470811116.4,2016
878,ECU,oil-and-gas-production-and-transport,ch4,266246.9906,2016
879,ECU,oil-and-gas-production-and-transport,co2e_100yr,15950084.87,2016
880,ECU,oil-and-gas-production-and-transport,co2e_20yr,31626063.3,2016
881,EGY,oil-and-gas-production-and-transport,co2,15288407.31,2016
882,EGY,oil-and-gas-production-and-transport,ch4,583231.9356,2016
883,EGY,oil-and-gas-production-and-transport,co2e_100yr,32668718.99,2016
884,EGY,oil-and-gas-production-and-transport,co2e_20yr,67986754.38,2016
885,ESP,oil-and-gas-production-and-transport,co2,45340.85993,2016
886,ESP,oil-and-gas-production-and-transport,ch4,2002.402275,2016
887,ESP,oil-and-gas-production-and-transport,co2e_100yr,105012.4477,2016
888,ESP,oil-and-gas-production-and-transport,co2e_20yr,220719.5243,2016
889,EST,oil-and-gas-production-and-transport,co2,187188.6817,2016
890,EST,oil-and-gas-production-and-transport,ch4,7364.621061,2016
891,EST,oil-and-gas-production-and-transport,co2e_100yr,406654.3893,2016
892,EST,oil-and-gas-production-and-transport,co2e_20yr,832531.923,2016
893,FRA,oil-and-gas-production-and-transport,co2,223228.804,2016
894,FRA,oil-and-gas-production-and-transport,ch4,7870.159575,2016
895,FRA,oil-and-gas-production-and-transport,co2e_100yr,457759.5593,2016
896,FRA,oil-and-gas-production-and-transport,co2e_20yr,926349.6038,2016
897,GAB,oil-and-gas-production-and-transport,co2,3284548.408,2016
898,GAB,oil-and-gas-production-and-transport,ch4,122786.3849,2016
899,GAB,oil-and-gas-production-and-transport,co2e_100yr,6943582.679,2016
900,GAB,oil-and-gas-production-and-transport,co2e_20yr,13994332.31,2016
901,GBR,oil-and-gas-production-and-transport,co2,15587808.17,2016
902,GBR,oil-and-gas-production-and-transport,ch4,512176.3862,2016
903,GBR,oil-and-gas-production-and-transport,co2e_100yr,30850664.48,2016
904,GBR,oil-and-gas-production-and-transport,co2e_20yr,63619985.36,2016
905,GEO,oil-and-gas-production-and-transport,co2,8071.209439,2016
906,GEO,oil-and-gas-production-and-transport,ch4,312.6436495,2016
907,GEO,oil-and-gas-production-and-transport,co2e_100yr,17387.9902,2016
908,GEO,oil-and-gas-production-and-transport,co2e_20yr,35726.22578,2016
909,GHA,oil-and-gas-production-and-transport,co2,1167172.903,2016
910,GHA,oil-and-gas-production-and-transport,ch4,32899.84244,2016
911,GHA,oil-and-gas-production-and-transport,co2e_100yr,2147588.207,2016
912,GHA,oil-and-gas-production-and-transport,co2e_20yr,4161402.436,2016
913,GNQ,oil-and-gas-production-and-transport,co2,5749743.645,2016
914,GNQ,oil-and-gas-production-and-transport,ch4,158215.6669,2016
915,GNQ,oil-and-gas-production-and-transport,co2e_100yr,10464570.52,2016
916,GNQ,oil-and-gas-production-and-transport,co2e_20yr,20824043.68,2016
917,GRC,oil-and-gas-production-and-transport,co2,30835.85684,2016
918,GRC,oil-and-gas-production-and-transport,ch4,1436.243891,2016
919,GRC,oil-and-gas-production-and-transport,co2e_100yr,73635.9248,2016
920,GRC,oil-and-gas-production-and-transport,co2e_20yr,158489.6653,2016
921,GTM,oil-and-gas-production-and-transport,co2,174910.4294,2016
922,GTM,oil-and-gas-production-and-transport,ch4,7171.484359,2016
923,GTM,oil-and-gas-production-and-transport,co2e_100yr,388620.6633,2016
924,GTM,oil-and-gas-production-and-transport,co2e_20yr,790795.8414,2016
925,HRV,oil-and-gas-production-and-transport,co2,303990.168,2016
926,HRV,oil-and-gas-production-and-transport,ch4,21218.63737,2016
927,HRV,oil-and-gas-production-and-transport,co2e_100yr,936305.5617,2016
928,HRV,oil-and-gas-production-and-transport,co2e_20yr,2147959.208,2016
929,IRL,oil-and-gas-production-and-transport,co2,339033.2541,2016
930,IRL,oil-and-gas-production-and-transport,ch4,23528.78971,2016
931,IRL,oil-and-gas-production-and-transport,co2e_100yr,1040191.187,2016
932,IRL,oil-and-gas-production-and-transport,co2e_20yr,2360265.912,2016
933,IRN,oil-and-gas-production-and-transport,co2,143092986.3,2016
934,IRN,oil-and-gas-production-and-transport,ch4,3339728.955,2016
935,IRN,oil-and-gas-production-and-transport,co2e_100yr,242616909.1,2016
936,IRN,oil-and-gas-production-and-transport,co2e_20yr,475853819.3,2016
937,IRQ,oil-and-gas-production-and-transport,co2,71172443.56,2016
938,IRQ,oil-and-gas-production-and-transport,ch4,2245072.655,2016
939,IRQ,oil-and-gas-production-and-transport,co2e_100yr,138075608.7,2016
940,IRQ,oil-and-gas-production-and-transport,co2e_20yr,267930551.4,2016
941,ISR,oil-and-gas-production-and-transport,co2,1201077.65,2016
942,ISR,oil-and-gas-production-and-transport,ch4,75872.25065,2016
943,ISR,oil-and-gas-production-and-transport,co2e_100yr,3462070.72,2016
944,ISR,oil-and-gas-production-and-transport,co2e_20yr,7742141.393,2016
945,ITA,oil-and-gas-production-and-transport,co2,1395215.689,2016
946,ITA,oil-and-gas-production-and-transport,ch4,55364.5005,2016
947,ITA,oil-and-gas-production-and-transport,co2e_100yr,3045077.803,2016
948,ITA,oil-and-gas-production-and-transport,co2e_20yr,6381819.615,2016
949,JOR,oil-and-gas-production-and-transport,co2,44552.5816,2016
950,JOR,oil-and-gas-production-and-transport,ch4,1368.286366,2016
951,JOR,oil-and-gas-production-and-transport,co2e_100yr,85327.51532,2016
952,JOR,oil-and-gas-production-and-transport,co2e_20yr,190266.2031,2016
953,IDN,oil-and-gas-production-and-transport,co2,82096111.79,2016
954,IDN,oil-and-gas-production-and-transport,ch4,828091.2445,2016
955,IDN,oil-and-gas-production-and-transport,co2e_100yr,106773230.9,2016
956,IDN,oil-and-gas-production-and-transport,co2e_20yr,156666661.7,2016
957,IND,oil-and-gas-production-and-transport,co2,13396511.66,2016
958,IND,oil-and-gas-production-and-transport,ch4,507111.52,2016
959,IND,oil-and-gas-production-and-transport,co2e_100yr,28508434.96,2016
960,IND,oil-and-gas-production-and-transport,co2e_20yr,60091749.58,2016
961,JPN,oil-and-gas-production-and-transport,co2,238153.7235,2016
962,JPN,oil-and-gas-production-and-transport,ch4,18541.34085,2016
963,JPN,oil-and-gas-production-and-transport,co2e_100yr,790685.6808,2016
964,JPN,oil-and-gas-production-and-transport,co2e_20yr,1841211.89,2016
965,KGZ,oil-and-gas-production-and-transport,co2,10417.2185,2016
966,KGZ,oil-and-gas-production-and-transport,ch4,294.5097149,2016
967,KGZ,oil-and-gas-production-and-transport,co2e_100yr,19193.608,2016
968,KGZ,oil-and-gas-production-and-transport,co2e_20yr,37621.99939,2016
969,KWT,oil-and-gas-production-and-transport,co2,26112578.5,2016
970,KWT,oil-and-gas-production-and-transport,ch4,668651.8388,2016
971,KWT,oil-and-gas-production-and-transport,co2e_100yr,46038403.3,2016
972,KWT,oil-and-gas-production-and-transport,co2e_20yr,86175822.5,2016
973,LBY,oil-and-gas-production-and-transport,co2,11753145.76,2016
974,LBY,oil-and-gas-production-and-transport,ch4,446631.4944,2016
975,LBY,oil-and-gas-production-and-transport,co2e_100yr,25062764.3,2016
976,LBY,oil-and-gas-production-and-transport,co2e_20yr,51476096.93,2016
977,MAR,oil-and-gas-production-and-transport,co2,16798.81348,2016
978,MAR,oil-and-gas-production-and-transport,ch4,1177.544772,2016
979,MAR,oil-and-gas-production-and-transport,co2e_100yr,51889.6477,2016
980,MAR,oil-and-gas-production-and-transport,co2e_20yr,119285.6236,2016
981,MEX,oil-and-gas-production-and-transport,co2,32065001.4,2016
982,MEX,oil-and-gas-production-and-transport,ch4,869009.0205,2016
983,MEX,oil-and-gas-production-and-transport,co2e_100yr,57961470.21,2016
984,MEX,oil-and-gas-production-and-transport,co2e_20yr,110404604.5,2016
985,MMR,oil-and-gas-production-and-transport,co2,2259972.811,2016
986,MMR,oil-and-gas-production-and-transport,ch4,149126.133,2016
987,MMR,oil-and-gas-production-and-transport,co2e_100yr,6703931.574,2016
988,MMR,oil-and-gas-production-and-transport,co2e_20yr,15076082.3,2016
989,MOZ,oil-and-gas-production-and-transport,co2,767015.9927,2016
990,MOZ,oil-and-gas-production-and-transport,ch4,40049.28618,2016
991,MOZ,oil-and-gas-production-and-transport,co2e_100yr,1960484.721,2016
992,MOZ,oil-and-gas-production-and-transport,co2e_20yr,4240024.644,2016
993,KAZ,oil-and-gas-production-and-transport,co2,49214428.51,2016
994,KAZ,oil-and-gas-production-and-transport,ch4,991382.0028,2016
995,KAZ,oil-and-gas-production-and-transport,co2e_100yr,78757612.19,2016
996,KAZ,oil-and-gas-production-and-transport,co2e_20yr,153311501.4,2016
997,MDG,oil-and-gas-production-and-transport,co2,53388.27596,2016
998,MDG,oil-and-gas-production-and-transport,ch4,334.3129686,2016
999,MDG,oil-and-gas-production-and-transport,co2e_100yr,63350.80242,2016
1000,MDG,oil-and-gas-production-and-transport,co2e_20yr,83271.8033,2016
1001,MYS,oil-and-gas-production-and-transport,co2,103104775.6,2016
1002,MYS,oil-and-gas-production-and-transport,ch4,755406.4166,2016
1003,NZL,oil-and-gas-production-and-transport,co2,1222311.442,2016
1004,NZL,oil-and-gas-production-and-transport,ch4,57209.34403,2016
1005,NZL,oil-and-gas-production-and-transport,co2e_100yr,2927149.894,2016
1006,NZL,oil-and-gas-production-and-transport,co2e_20yr,6592407.26,2016
1007,OMN,oil-and-gas-production-and-transport,co2,22011479.66,2016
1008,OMN,oil-and-gas-production-and-transport,ch4,621629.2929,2016
1009,OMN,oil-and-gas-production-and-transport,co2e_100yr,40536032.58,2016
1010,OMN,oil-and-gas-production-and-transport,co2e_20yr,79002672.11,2016
1011,PAK,oil-and-gas-production-and-transport,co2,7687476.582,2016
1012,PAK,oil-and-gas-production-and-transport,ch4,401083.4209,2016
1013,PAK,oil-and-gas-production-and-transport,co2e_100yr,19639762.53,2016
1014,PAK,oil-and-gas-production-and-transport,co2e_20yr,42309161.19,2016
1015,PER,oil-and-gas-production-and-transport,co2,5646471.326,2016
1016,PER,oil-and-gas-production-and-transport,ch4,149299.4568,2016
1017,PER,oil-and-gas-production-and-transport,co2e_100yr,10095595.14,2016
1018,PER,oil-and-gas-production-and-transport,co2e_20yr,20564217.14,2016
1019,PHL,oil-and-gas-production-and-transport,co2,778604.7215,2016
1020,PHL,oil-and-gas-production-and-transport,ch4,42116.27154,2016
1021,PHL,oil-and-gas-production-and-transport,co2e_100yr,2033669.614,2016
1022,PHL,oil-and-gas-production-and-transport,co2e_20yr,4565478.216,2016
1023,PNG,oil-and-gas-production-and-transport,co2,4950544.942,2016
1024,PNG,oil-and-gas-production-and-transport,ch4,122832.0204,2016
1025,PNG,oil-and-gas-production-and-transport,co2e_100yr,8610939.15,2016
1026,PNG,oil-and-gas-production-and-transport,co2e_20yr,16240126.8,2016
1027,PRK,oil-and-gas-production-and-transport,co2,47128.75785,2016
1028,PRK,oil-and-gas-production-and-transport,ch4,2212.289533,2016
1029,PRK,oil-and-gas-production-and-transport,co2e_100yr,113054.9859,2016
1030,MYS,oil-and-gas-production-and-transport,co2e_100yr,125615886.8,2016
1031,MYS,oil-and-gas-production-and-transport,co2e_20yr,171636101.3,2016
1032,NGA,oil-and-gas-production-and-transport,co2,35383765.5,2016
1033,NGA,oil-and-gas-production-and-transport,ch4,1131121.374,2016
1034,NGA,oil-and-gas-production-and-transport,co2e_100yr,69091182.44,2016
1035,NGA,oil-and-gas-production-and-transport,co2e_20yr,137764583.4,2016
1036,NLD,oil-and-gas-production-and-transport,co2,7577623.627,2016
1037,NLD,oil-and-gas-production-and-transport,ch4,477741.2894,2016
1038,NLD,oil-and-gas-production-and-transport,co2e_100yr,21814314.05,2016
1039,NLD,oil-and-gas-production-and-transport,co2e_20yr,47417269.92,2016
1040,NOR,oil-and-gas-production-and-transport,co2,38151661.79,2016
1041,NOR,oil-and-gas-production-and-transport,ch4,1572792.904,2016
1042,NOR,oil-and-gas-production-and-transport,co2e_100yr,85020890.34,2016
1043,NOR,oil-and-gas-production-and-transport,co2e_20yr,185150824.2,2016
1044,PRK,oil-and-gas-production-and-transport,co2e_20yr,244854.9458,2016
1045,QAT,oil-and-gas-production-and-transport,co2,60208758.83,2016
1046,QAT,oil-and-gas-production-and-transport,ch4,1588370.444,2016
1047,QAT,oil-and-gas-production-and-transport,co2e_100yr,107542198.1,2016
1048,QAT,oil-and-gas-production-and-transport,co2e_20yr,213862505.3,2016
1049,SRB,oil-and-gas-production-and-transport,co2,338102.3347,2016
1050,SRB,oil-and-gas-production-and-transport,ch4,9596.163638,2016
1051,SRB,oil-and-gas-production-and-transport,co2e_100yr,624068.0111,2016
1052,SRB,oil-and-gas-production-and-transport,co2e_20yr,1224177.225,2016
1053,SSD,oil-and-gas-production-and-transport,co2,1927485.384,2016
1054,SSD,oil-and-gas-production-and-transport,ch4,62924.48472,2016
1055,SSD,oil-and-gas-production-and-transport,co2e_100yr,3802635.028,2016
1056,SSD,oil-and-gas-production-and-transport,co2e_20yr,7451484.035,2016
1057,SUR,oil-and-gas-production-and-transport,co2,191635.1042,2016
1058,SUR,oil-and-gas-production-and-transport,ch4,6464.756776,2016
1059,SUR,oil-and-gas-production-and-transport,co2e_100yr,384284.8561,2016
1060,SUR,oil-and-gas-production-and-transport,co2e_20yr,767094.8459,2016
1061,TCD,oil-and-gas-production-and-transport,co2,1177979.056,2016
1062,TCD,oil-and-gas-production-and-transport,ch4,46291.14939,2016
1063,TCD,oil-and-gas-production-and-transport,co2e_100yr,2557455.307,2016
1064,TCD,oil-and-gas-production-and-transport,co2e_20yr,5243287.877,2016
1065,TKM,oil-and-gas-production-and-transport,co2,76030242.3,2016
1066,TKM,oil-and-gas-production-and-transport,ch4,2586355.365,2016
1067,TKM,oil-and-gas-production-and-transport,co2e_100yr,153103632.2,2016
1068,TKM,oil-and-gas-production-and-transport,co2e_20yr,311565274.8,2016
1069,TLS,oil-and-gas-production-and-transport,co2,2079307.867,2016
1070,RUS,oil-and-gas-production-and-transport,co2,585827628.1,2016
1071,RUS,oil-and-gas-production-and-transport,ch4,17771480.39,2016
1072,RUS,oil-and-gas-production-and-transport,co2e_100yr,1115417744.0,2016
1073,RUS,oil-and-gas-production-and-transport,co2e_20yr,2234226628.0,2016
1074,SAU,oil-and-gas-production-and-transport,co2,90817909.99,2016
1075,SAU,oil-and-gas-production-and-transport,ch4,2897576.985,2016
1076,SAU,oil-and-gas-production-and-transport,co2e_100yr,177165704.1,2016
1077,SAU,oil-and-gas-production-and-transport,co2e_20yr,354518613.3,2016
1078,THA,oil-and-gas-production-and-transport,co2,34887170.86,2016
1079,THA,oil-and-gas-production-and-transport,ch4,355170.4347,2016
1080,SEN,oil-and-gas-production-and-transport,co2,2374.120717,2016
1081,SEN,oil-and-gas-production-and-transport,ch4,159.788503,2016
1082,SEN,oil-and-gas-production-and-transport,co2e_100yr,7135.818107,2016
1083,SEN,oil-and-gas-production-and-transport,co2e_20yr,16459.62582,2016
1084,TLS,oil-and-gas-production-and-transport,ch4,58621.37386,2016
1085,TLS,oil-and-gas-production-and-transport,co2e_100yr,3826224.808,2016
1086,TLS,oil-and-gas-production-and-transport,co2e_20yr,7538292.55,2016
1087,TTO,oil-and-gas-production-and-transport,co2,10540546.61,2016
1088,TTO,oil-and-gas-production-and-transport,ch4,298504.707,2016
1089,TTO,oil-and-gas-production-and-transport,co2e_100yr,19435986.88,2016
1090,TTO,oil-and-gas-production-and-transport,co2e_20yr,36815096.69,2016
1091,TUN,oil-and-gas-production-and-transport,co2,1285270.914,2016
1092,TUN,oil-and-gas-production-and-transport,ch4,53576.22331,2016
1093,TUN,oil-and-gas-production-and-transport,co2e_100yr,2881842.369,2016
1094,TUN,oil-and-gas-production-and-transport,co2e_20yr,6323393.112,2016
1095,TZA,oil-and-gas-production-and-transport,co2,178257.0073,2016
1096,TZA,oil-and-gas-production-and-transport,ch4,10817.91516,2016
1097,TZA,oil-and-gas-production-and-transport,co2e_100yr,500630.8792,2016
1098,TZA,oil-and-gas-production-and-transport,co2e_20yr,1109500.52,2016
1099,UKR,oil-and-gas-production-and-transport,co2,4301041.118,2016
1100,UKR,oil-and-gas-production-and-transport,ch4,204188.3262,2016
1101,UKR,oil-and-gas-production-and-transport,co2e_100yr,10385853.24,2016
1102,UKR,oil-and-gas-production-and-transport,co2e_20yr,22122076.71,2016
1103,VNM,oil-and-gas-production-and-transport,co2,4393280.465,2016
1104,VNM,oil-and-gas-production-and-transport,ch4,168543.5193,2016
1105,VNM,oil-and-gas-production-and-transport,co2e_100yr,9415877.339,2016
1106,VNM,oil-and-gas-production-and-transport,co2e_20yr,19277503.3,2016
1107,AGO,oil-and-gas-production-and-transport,co2,19182149.74,2017
1108,AGO,oil-and-gas-production-and-transport,ch4,743649.4812,2017
1109,AGO,oil-and-gas-production-and-transport,co2e_100yr,41342904.28,2017
1110,AGO,oil-and-gas-production-and-transport,co2e_20yr,84694288.05,2017
1111,ALB,oil-and-gas-production-and-transport,co2,290118.0991,2017
1112,ALB,oil-and-gas-production-and-transport,ch4,6311.296733,2017
1113,UZB,oil-and-gas-production-and-transport,co2,12738534.82,2016
1114,UZB,oil-and-gas-production-and-transport,ch4,585304.3639,2016
1115,UZB,oil-and-gas-production-and-transport,co2e_100yr,30180604.87,2016
1116,UZB,oil-and-gas-production-and-transport,co2e_20yr,62696902.34,2016
1117,VEN,oil-and-gas-production-and-transport,co2,120001980.9,2016
1118,VEN,oil-and-gas-production-and-transport,ch4,1516987.371,2016
1119,VEN,oil-and-gas-production-and-transport,co2e_100yr,165208204.5,2016
1120,USA,oil-and-gas-production-and-transport,co2,370272274.3,2016
1121,USA,oil-and-gas-production-and-transport,ch4,12665785.5,2016
1122,USA,oil-and-gas-production-and-transport,co2e_100yr,747712682.0,2016
1123,USA,oil-and-gas-production-and-transport,co2e_20yr,1537906322.0,2016
1124,ALB,oil-and-gas-production-and-transport,co2e_100yr,478194.7418,2017
1125,ALB,oil-and-gas-production-and-transport,co2e_20yr,896460.8017,2017
1126,ARG,oil-and-gas-production-and-transport,co2,35243082.58,2017
1127,ARG,oil-and-gas-production-and-transport,ch4,756311.2878,2017
1128,ARG,oil-and-gas-production-and-transport,co2e_100yr,57781158.96,2017
1129,ARG,oil-and-gas-production-and-transport,co2e_20yr,108231511.0,2017
1130,AZE,oil-and-gas-production-and-transport,co2,13406787.52,2017
1131,AZE,oil-and-gas-production-and-transport,ch4,349745.6818,2017
1132,AZE,oil-and-gas-production-and-transport,co2e_100yr,23829208.84,2017
1133,AZE,oil-and-gas-production-and-transport,co2e_20yr,47576781.2,2017
1134,BEN,oil-and-gas-production-and-transport,co2,8238.152913,2017
1135,BEN,oil-and-gas-production-and-transport,ch4,473.7097388,2017
1136,BEN,oil-and-gas-production-and-transport,co2e_100yr,22354.70313,2017
1137,BEN,oil-and-gas-production-and-transport,co2e_20yr,49701.10011,2017
1138,BGD,oil-and-gas-production-and-transport,co2,2776497.588,2017
1139,BGD,oil-and-gas-production-and-transport,ch4,200386.5835,2017
1140,BGD,oil-and-gas-production-and-transport,co2e_100yr,8748017.777,2017
1141,BGD,oil-and-gas-production-and-transport,co2e_20yr,20150919.86,2017
1142,BGR,oil-and-gas-production-and-transport,co2,20087.09594,2017
1143,BGR,oil-and-gas-production-and-transport,ch4,567.6262929,2017
1144,BGR,oil-and-gas-production-and-transport,co2e_100yr,37002.35947,2017
1145,BGR,oil-and-gas-production-and-transport,co2e_20yr,71827.2741,2017
1146,BHR,oil-and-gas-production-and-transport,co2,5028346.923,2017
1147,BHR,oil-and-gas-production-and-transport,ch4,125105.8943,2017
1148,BHR,oil-and-gas-production-and-transport,co2e_100yr,8756502.574,2017
1149,BHR,oil-and-gas-production-and-transport,co2e_20yr,16470804.19,2017
1150,BLZ,oil-and-gas-production-and-transport,co2,10930.97828,2017
1151,BLZ,oil-and-gas-production-and-transport,ch4,440.1793257,2017
1152,BLZ,oil-and-gas-production-and-transport,co2e_100yr,24048.32218,2017
1153,BLZ,oil-and-gas-production-and-transport,co2e_20yr,49595.70347,2017
1154,BOL,oil-and-gas-production-and-transport,co2,7120875.018,2017
1155,BOL,oil-and-gas-production-and-transport,ch4,228575.5122,2017
1156,BOL,oil-and-gas-production-and-transport,co2e_100yr,13932425.28,2017
1157,BOL,oil-and-gas-production-and-transport,co2e_20yr,28463581.7,2017
1158,ARE,oil-and-gas-production-and-transport,co2,55770158.3,2017
1159,ARE,oil-and-gas-production-and-transport,ch4,1314796.437,2017
1160,ARE,oil-and-gas-production-and-transport,co2e_100yr,94951092.12,2017
1161,ARE,oil-and-gas-production-and-transport,co2e_20yr,185119076.0,2017
1162,AUS,oil-and-gas-production-and-transport,co2,53607812.72,2017
1163,AUS,oil-and-gas-production-and-transport,ch4,1164049.072,2017
1164,AUS,oil-and-gas-production-and-transport,co2e_100yr,88296475.08,2017
1165,AUS,oil-and-gas-production-and-transport,co2e_20yr,156962716.5,2017
1166,BRA,oil-and-gas-production-and-transport,co2,29073953.28,2017
1167,BRA,oil-and-gas-production-and-transport,ch4,784959.2822,2017
1168,BRA,oil-and-gas-production-and-transport,co2e_100yr,52465739.89,2017
1169,BRA,oil-and-gas-production-and-transport,co2e_20yr,101427846.4,2017
1170,BRB,oil-and-gas-production-and-transport,co2,9176.672665,2017
1171,BRB,oil-and-gas-production-and-transport,ch4,330.5020514,2017
1172,BRB,oil-and-gas-production-and-transport,co2e_100yr,19025.6338,2017
1173,BRB,oil-and-gas-production-and-transport,co2e_20yr,38584.31991,2017
1174,CHL,oil-and-gas-production-and-transport,co2,681166.1704,2017
1175,CHL,oil-and-gas-production-and-transport,ch4,19677.79209,2017
1176,CHL,oil-and-gas-production-and-transport,co2e_100yr,1267564.375,2017
1177,CHL,oil-and-gas-production-and-transport,co2e_20yr,2432196.586,2017
1178,CIV,oil-and-gas-production-and-transport,co2,474571.6402,2017
1179,CIV,oil-and-gas-production-and-transport,ch4,27898.49424,2017
1180,CIV,oil-and-gas-production-and-transport,co2e_100yr,1305946.769,2017
1181,CIV,oil-and-gas-production-and-transport,co2e_20yr,2895394.44,2017
1182,CMR,oil-and-gas-production-and-transport,co2,3121016.276,2017
1183,CMR,oil-and-gas-production-and-transport,ch4,112892.2598,2017
1184,CMR,oil-and-gas-production-and-transport,co2e_100yr,6485205.619,2017
1185,CMR,oil-and-gas-production-and-transport,co2e_20yr,12775703.02,2017
1186,COD,oil-and-gas-production-and-transport,co2,226740.9118,2017
1187,COD,oil-and-gas-production-and-transport,ch4,7425.426013,2017
1188,COD,oil-and-gas-production-and-transport,co2e_100yr,448018.607,2017
1189,COD,oil-and-gas-production-and-transport,co2e_20yr,892225.4523,2017
1190,COG,oil-and-gas-production-and-transport,co2,4440680.103,2017
1191,COG,oil-and-gas-production-and-transport,ch4,190850.928,2017
1192,COG,oil-and-gas-production-and-transport,co2e_100yr,10128037.76,2017
1193,COG,oil-and-gas-production-and-transport,co2e_20yr,20994446.71,2017
1194,COL,oil-and-gas-production-and-transport,co2,25606768.17,2017
1195,COL,oil-and-gas-production-and-transport,ch4,345502.849,2017
1196,COL,oil-and-gas-production-and-transport,co2e_100yr,35902753.07,2017
1197,COL,oil-and-gas-production-and-transport,co2e_20yr,57725446.55,2017
1198,CUB,oil-and-gas-production-and-transport,co2,1754768.593,2017
1199,CUB,oil-and-gas-production-and-transport,ch4,13882.42812,2017
1200,CAN,oil-and-gas-production-and-transport,co2,286877054.2,2017
1201,CAN,oil-and-gas-production-and-transport,ch4,2600809.319,2017
1202,CAN,oil-and-gas-production-and-transport,co2e_100yr,364381171.9,2017
1203,CAN,oil-and-gas-production-and-transport,co2e_20yr,539822827.2,2017
1204,CHN,oil-and-gas-production-and-transport,co2,238462600.6,2017
1205,CHN,oil-and-gas-production-and-transport,ch4,2803303.423,2017
1206,CHN,oil-and-gas-production-and-transport,co2e_100yr,322001042.6,2017
1207,CHN,oil-and-gas-production-and-transport,co2e_20yr,493633286.3,2017
1208,CUB,oil-and-gas-production-and-transport,co2e_100yr,2168464.951,2017
1209,CUB,oil-and-gas-production-and-transport,co2e_20yr,3014539.809,2017
1210,DEU,oil-and-gas-production-and-transport,co2,956337.8938,2017
1211,DEU,oil-and-gas-production-and-transport,ch4,78659.29935,2017
1212,DEU,oil-and-gas-production-and-transport,co2e_100yr,3300385.014,2017
1213,DEU,oil-and-gas-production-and-transport,co2e_20yr,7681456.128,2017
1214,DNK,oil-and-gas-production-and-transport,co2,1778390.338,2017
1215,DNK,oil-and-gas-production-and-transport,ch4,81388.21292,2017
