,country,sector,gas,emissions_quantity,year
1216,DNK,oil-and-gas-production-and-transport,co2e_100yr,4203759.083,2017
1217,DNK,oil-and-gas-production-and-transport,co2e_20yr,9438233.38,2017
1218,DZA,oil-and-gas-production-and-transport,co2,56789325.65,2017
1219,DZA,oil-and-gas-production-and-transport,ch4,3838506.448,2017
1220,DZA,oil-and-gas-production-and-transport,co2e_100yr,171176817.8,2017
1221,DZA,oil-and-gas-production-and-transport,co2e_20yr,391340583.2,2017
1222,ECU,oil-and-gas-production-and-transport,co2,7885816.833,2017
1223,ECU,oil-and-gas-production-and-transport,ch4,261866.4548,2017
1224,ECU,oil-and-gas-production-and-transport,co2e_100yr,15689437.19,2017
1225,ECU,oil-and-gas-production-and-transport,co2e_20yr,31128937.2,2017
1226,EGY,oil-and-gas-production-and-transport,co2,16167280.38,2017
1227,EGY,oil-and-gas-production-and-transport,ch4,650197.1583,2017
1228,EGY,oil-and-gas-production-and-transport,co2e_100yr,35543155.7,2017
1229,EGY,oil-and-gas-production-and-transport,co2e_20yr,74630695.25,2017
1230,ESP,oil-and-gas-production-and-transport,co2,36638.87109,2017
1231,ESP,oil-and-gas-production-and-transport,ch4,1632.907349,2017
1232,ESP,oil-and-gas-production-and-transport,co2e_100yr,85299.51009,2017
1233,ESP,oil-and-gas-production-and-transport,co2e_20yr,179473.6995,2017
1234,EST,oil-and-gas-production-and-transport,co2,221227.1738,2017
1235,EST,oil-and-gas-production-and-transport,ch4,8672.480156,2017
1236,EST,oil-and-gas-production-and-transport,co2e_100yr,479667.0825,2017
1237,EST,oil-and-gas-production-and-transport,co2e_20yr,981735.3752,2017
1238,FRA,oil-and-gas-production-and-transport,co2,221729.6123,2017
1239,FRA,oil-and-gas-production-and-transport,ch4,7734.365671,2017
1240,FRA,oil-and-gas-production-and-transport,co2e_100yr,452213.7093,2017
1241,FRA,oil-and-gas-production-and-transport,co2e_20yr,913454.3951,2017
1242,GAB,oil-and-gas-production-and-transport,co2,3404451.588,2017
1243,GAB,oil-and-gas-production-and-transport,ch4,130594.1191,2017
1244,GAB,oil-and-gas-production-and-transport,co2e_100yr,7296156.337,2017
1245,GAB,oil-and-gas-production-and-transport,co2e_20yr,14744194.91,2017
1246,GBR,oil-and-gas-production-and-transport,co2,15192362.6,2017
1247,GBR,oil-and-gas-production-and-transport,ch4,533893.0257,2017
1248,GBR,oil-and-gas-production-and-transport,co2e_100yr,31102374.77,2017
1249,GBR,oil-and-gas-production-and-transport,co2e_20yr,64773911.61,2017
1250,GEO,oil-and-gas-production-and-transport,co2,5586.895964,2017
1251,GEO,oil-and-gas-production-and-transport,ch4,196.7356788,2017
1252,GEO,oil-and-gas-production-and-transport,co2e_100yr,11449.61919,2017
1253,GEO,oil-and-gas-production-and-transport,co2e_20yr,23432.05679,2017
1254,GHA,oil-and-gas-production-and-transport,co2,2197649.435,2017
1255,GHA,oil-and-gas-production-and-transport,ch4,69911.74635,2017
1256,GHA,oil-and-gas-production-and-transport,co2e_100yr,4281019.477,2017
1257,GHA,oil-and-gas-production-and-transport,co2e_20yr,8443697.762,2017
1258,GNQ,oil-and-gas-production-and-transport,co2,5514303.158,2017
1259,GNQ,oil-and-gas-production-and-transport,ch4,148428.7792,2017
1260,GNQ,oil-and-gas-production-and-transport,co2e_100yr,9937480.778,2017
1261,GNQ,oil-and-gas-production-and-transport,co2e_20yr,19655465.16,2017
1262,GRC,oil-and-gas-production-and-transport,co2,19242.68606,2017
1263,GRC,oil-and-gas-production-and-transport,ch4,881.8513053,2017
1264,GRC,oil-and-gas-production-and-transport,co2e_100yr,45521.85495,2017
1265,GRC,oil-and-gas-production-and-transport,co2e_20yr,98903.94573,2017
1266,GTM,oil-and-gas-production-and-transport,co2,190983.7034,2017
1267,GTM,oil-and-gas-production-and-transport,ch4,7844.708227,2017
1268,GTM,oil-and-gas-production-and-transport,co2e_100yr,424756.0085,2017
1269,GTM,oil-and-gas-production-and-transport,co2e_20yr,864464.6536,2017
1270,HRV,oil-and-gas-production-and-transport,co2,284167.3801,2017
1271,HRV,oil-and-gas-production-and-transport,ch4,19769.08637,2017
1272,HRV,oil-and-gas-production-and-transport,co2e_100yr,873286.154,2017
1273,HRV,oil-and-gas-production-and-transport,co2e_20yr,1999287.493,2017
1274,IRL,oil-and-gas-production-and-transport,co2,383574.4309,2017
1275,IRL,oil-and-gas-production-and-transport,ch4,26622.75078,2017
1276,IRL,oil-and-gas-production-and-transport,co2e_100yr,1176932.404,2017
1277,IRL,oil-and-gas-production-and-transport,co2e_20yr,2670530.186,2017
1278,IRN,oil-and-gas-production-and-transport,co2,159474246.1,2017
1279,IRN,oil-and-gas-production-and-transport,ch4,3710605.448,2017
1280,IRN,oil-and-gas-production-and-transport,co2e_100yr,270050288.5,2017
1281,IRN,oil-and-gas-production-and-transport,co2e_20yr,531529994.0,2017
1282,IRQ,oil-and-gas-production-and-transport,co2,65571596.84,2017
1283,IDN,oil-and-gas-production-and-transport,co2,76303891.22,2017
1284,IDN,oil-and-gas-production-and-transport,ch4,789584.8397,2017
1285,IDN,oil-and-gas-production-and-transport,co2e_100yr,99833519.44,2017
1286,IDN,oil-and-gas-production-and-transport,co2e_20yr,147602397.3,2017
1287,IND,oil-and-gas-production-and-transport,co2,12787321.5,2017
1288,IND,oil-and-gas-production-and-transport,ch4,485211.6953,2017
1289,IND,oil-and-gas-production-and-transport,co2e_100yr,27246630.02,2017
1290,IND,oil-and-gas-production-and-transport,co2e_20yr,57497175.96,2017
1291,IRQ,oil-and-gas-production-and-transport,ch4,1940963.244,2017
1292,IRQ,oil-and-gas-production-and-transport,co2e_100yr,123412301.5,2017
1293,IRQ,oil-and-gas-production-and-transport,co2e_20yr,236662085.3,2017
1294,ISR,oil-and-gas-production-and-transport,co2,1264593.783,2017
1295,ISR,oil-and-gas-production-and-transport,ch4,79900.32399,2017
1296,ISR,oil-and-gas-production-and-transport,co2e_100yr,3645623.438,2017
1297,ISR,oil-and-gas-production-and-transport,co2e_20yr,8151996.368,2017
1298,ITA,oil-and-gas-production-and-transport,co2,1405734.241,2017
1299,ITA,oil-and-gas-production-and-transport,ch4,56003.66487,2017
1300,ITA,oil-and-gas-production-and-transport,co2e_100yr,3074643.454,2017
1301,ITA,oil-and-gas-production-and-transport,co2e_20yr,6455959.15,2017
1302,JOR,oil-and-gas-production-and-transport,co2,39369.4332,2017
1303,JOR,oil-and-gas-production-and-transport,ch4,1202.377816,2017
1304,JOR,oil-and-gas-production-and-transport,co2e_100yr,75200.29212,2017
1305,JOR,oil-and-gas-production-and-transport,co2e_20yr,167472.1742,2017
1306,JPN,oil-and-gas-production-and-transport,co2,267999.1554,2017
1307,JPN,oil-and-gas-production-and-transport,ch4,21005.65788,2017
1308,JPN,oil-and-gas-production-and-transport,co2e_100yr,893967.7603,2017
1309,JPN,oil-and-gas-production-and-transport,co2e_20yr,2082340.955,2017
1310,KGZ,oil-and-gas-production-and-transport,co2,13323.85971,2017
1311,KGZ,oil-and-gas-production-and-transport,ch4,379.9773778,2017
1312,KGZ,oil-and-gas-production-and-transport,co2e_100yr,24647.18557,2017
1313,KGZ,oil-and-gas-production-and-transport,co2e_20yr,48447.71128,2017
1314,KWT,oil-and-gas-production-and-transport,co2,25024543.75,2017
1315,KWT,oil-and-gas-production-and-transport,ch4,641543.5695,2017
1316,KWT,oil-and-gas-production-and-transport,co2e_100yr,44142542.13,2017
1317,KWT,oil-and-gas-production-and-transport,co2e_20yr,82642566.58,2017
1318,LBY,oil-and-gas-production-and-transport,co2,16714807.67,2017
1319,LBY,oil-and-gas-production-and-transport,ch4,626111.7087,2017
1320,LBY,oil-and-gas-production-and-transport,co2e_100yr,35372936.59,2017
1321,LBY,oil-and-gas-production-and-transport,co2e_20yr,72518193.13,2017
1322,MAR,oil-and-gas-production-and-transport,co2,12718.56044,2017
1323,MAR,oil-and-gas-production-and-transport,ch4,884.7313864,2017
1324,MAR,oil-and-gas-production-and-transport,co2e_100yr,39083.55576,2017
1325,MAR,oil-and-gas-production-and-transport,co2e_20yr,89875.58372,2017
1326,KAZ,oil-and-gas-production-and-transport,co2,37151894.3,2017
1327,KAZ,oil-and-gas-production-and-transport,ch4,937130.7894,2017
1328,KAZ,oil-and-gas-production-and-transport,co2e_100yr,65078391.82,2017
1329,KAZ,oil-and-gas-production-and-transport,co2e_20yr,125000587.7,2017
1330,MDG,oil-and-gas-production-and-transport,co2,37940.44088,2017
1331,MDG,oil-and-gas-production-and-transport,ch4,230.7579444,2017
1332,MEX,oil-and-gas-production-and-transport,co2,28713392.73,2017
1333,MEX,oil-and-gas-production-and-transport,ch4,762348.8703,2017
1334,MEX,oil-and-gas-production-and-transport,co2e_100yr,51431389.06,2017
1335,MEX,oil-and-gas-production-and-transport,co2e_20yr,97431395.82,2017
1336,MMR,oil-and-gas-production-and-transport,co2,2189685.869,2017
1337,MMR,oil-and-gas-production-and-transport,ch4,144477.5686,2017
1338,MMR,oil-and-gas-production-and-transport,co2e_100yr,6495117.413,2017
1339,MMR,oil-and-gas-production-and-transport,co2e_20yr,14606427.26,2017
1340,MOZ,oil-and-gas-production-and-transport,co2,767523.4649,2017
1341,MOZ,oil-and-gas-production-and-transport,ch4,40252.71168,2017
1342,MOZ,oil-and-gas-production-and-transport,co2e_100yr,1967054.273,2017
1343,MOZ,oil-and-gas-production-and-transport,co2e_20yr,4253763.672,2017
1344,NZL,oil-and-gas-production-and-transport,co2,1171554.395,2017
1345,NZL,oil-and-gas-production-and-transport,ch4,56437.39878,2017
1346,NZL,oil-and-gas-production-and-transport,co2e_100yr,2853388.879,2017
1347,NZL,oil-and-gas-production-and-transport,co2e_20yr,6432103.931,2017
1348,OMN,oil-and-gas-production-and-transport,co2,21190177.62,2017
1349,OMN,oil-and-gas-production-and-transport,ch4,589679.0744,2017
1350,OMN,oil-and-gas-production-and-transport,co2e_100yr,38762614.03,2017
1351,OMN,oil-and-gas-production-and-transport,co2e_20yr,75405070.81,2017
1352,PAK,oil-and-gas-production-and-transport,co2,7936406.356,2017
1353,PAK,oil-and-gas-production-and-transport,ch4,414779.4536,2017
1354,PAK,oil-and-gas-production-and-transport,co2e_100yr,20296834.07,2017
1355,PAK,oil-and-gas-production-and-transport,co2e_20yr,43737186.77,2017
1356,MDG,oil-and-gas-production-and-transport,co2e_100yr,44817.02762,2017
1357,MDG,oil-and-gas-production-and-transport,co2e_20yr,58612.45824,2017
1358,MYS,oil-and-gas-production-and-transport,co2,112310073.6,2017
1359,MYS,oil-and-gas-production-and-transport,ch4,765718.0305,2017
1360,MYS,oil-and-gas-production-and-transport,co2e_100yr,135128470.9,2017
1361,MYS,oil-and-gas-production-and-transport,co2e_20yr,182034411.5,2017
1362,NGA,oil-and-gas-production-and-transport,co2,37575281.75,2017
1363,NGA,oil-and-gas-production-and-transport,ch4,1199881.464,2017
1364,NGA,oil-and-gas-production-and-transport,co2e_100yr,73331749.38,2017
1365,NGA,oil-and-gas-production-and-transport,co2e_20yr,146122680.2,2017
1366,NOR,oil-and-gas-production-and-transport,co2,40315853.87,2017
1367,NOR,oil-and-gas-production-and-transport,ch4,1644155.738,2017
1368,NOR,oil-and-gas-production-and-transport,co2e_100yr,89311694.85,2017
1369,NOR,oil-and-gas-production-and-transport,co2e_20yr,194408690.5,2017
1370,PER,oil-and-gas-production-and-transport,co2,5409262.777,2017
1371,PER,oil-and-gas-production-and-transport,ch4,142114.8265,2017
1372,PER,oil-and-gas-production-and-transport,co2e_100yr,9644284.608,2017
1373,PER,oil-and-gas-production-and-transport,co2e_20yr,19673460.86,2017
1374,PHL,oil-and-gas-production-and-transport,co2,743875.9936,2017
1375,PHL,oil-and-gas-production-and-transport,ch4,40793.26336,2017
1376,PHL,oil-and-gas-production-and-transport,co2e_100yr,1959515.242,2017
1377,PHL,oil-and-gas-production-and-transport,co2e_20yr,4410596.324,2017
1378,PNG,oil-and-gas-production-and-transport,co2,5002010.488,2017
1379,PNG,oil-and-gas-production-and-transport,ch4,123126.0984,2017
1380,PNG,oil-and-gas-production-and-transport,co2e_100yr,8671168.221,2017
1381,PNG,oil-and-gas-production-and-transport,co2e_20yr,16324838.84,2017
1382,PRK,oil-and-gas-production-and-transport,co2,91226.93563,2017
1383,PRK,oil-and-gas-production-and-transport,ch4,4610.073771,2017
1384,PRK,oil-and-gas-production-and-transport,co2e_100yr,228607.134,2017
1385,PRK,oil-and-gas-production-and-transport,co2e_20yr,503498.1642,2017
1386,QAT,oil-and-gas-production-and-transport,co2,59799858.61,2017
1387,QAT,oil-and-gas-production-and-transport,ch4,1591704.556,2017
1388,QAT,oil-and-gas-production-and-transport,co2e_100yr,107232654.4,2017
1389,QAT,oil-and-gas-production-and-transport,co2e_20yr,213261449.9,2017
1390,SRB,oil-and-gas-production-and-transport,co2,319846.6215,2017
1391,SRB,oil-and-gas-production-and-transport,ch4,8993.127962,2017
1392,SRB,oil-and-gas-production-and-transport,co2e_100yr,587841.8348,2017
1393,SRB,oil-and-gas-production-and-transport,co2e_20yr,1151393.967,2017
1394,SSD,oil-and-gas-production-and-transport,co2,1875030.108,2017
1395,SSD,oil-and-gas-production-and-transport,ch4,60695.50903,2017
1396,SSD,oil-and-gas-production-and-transport,co2e_100yr,3683756.277,2017
1397,SSD,oil-and-gas-production-and-transport,co2e_20yr,7209645.461,2017
1398,SUR,oil-and-gas-production-and-transport,co2,188931.9814,2017
1399,SUR,oil-and-gas-production-and-transport,ch4,6300.944535,2017
1400,RUS,oil-and-gas-production-and-transport,co2,588416175.6,2017
1401,RUS,oil-and-gas-production-and-transport,ch4,18082277.45,2017
1402,RUS,oil-and-gas-production-and-transport,co2e_100yr,1127268043.0,2017
1403,RUS,oil-and-gas-production-and-transport,co2e_20yr,2258052107.0,2017
1404,SAU,oil-and-gas-production-and-transport,co2,87214045.7,2017
1405,SAU,oil-and-gas-production-and-transport,ch4,2787060.599,2017
1406,SAU,oil-and-gas-production-and-transport,co2e_100yr,170268451.5,2017
1407,SAU,oil-and-gas-production-and-transport,co2e_20yr,340834066.3,2017
1408,SEN,oil-and-gas-production-and-transport,co2,2074.567661,2017
1409,SEN,oil-and-gas-production-and-transport,ch4,137.8816416,2017
1410,SEN,oil-and-gas-production-and-transport,co2e_100yr,6183.440581,2017
1411,SEN,oil-and-gas-production-and-transport,co2e_20yr,14276.48658,2017
1412,SUR,oil-and-gas-production-and-transport,co2e_100yr,376700.1286,2017
1413,SUR,oil-and-gas-production-and-transport,co2e_20yr,750851.3398,2017
1414,SVN,oil-and-gas-production-and-transport,co2,1045.114309,2017
1415,SVN,oil-and-gas-production-and-transport,ch4,77.78140632,2017
1416,SVN,oil-and-gas-production-and-transport,co2e_100yr,3363.000217,2017
1417,SVN,oil-and-gas-production-and-transport,co2e_20yr,7768.339176,2017
1418,TCD,oil-and-gas-production-and-transport,co2,1054818.853,2017
1419,TCD,oil-and-gas-production-and-transport,ch4,41520.36416,2017
1420,TCD,oil-and-gas-production-and-transport,co2e_100yr,2292125.705,2017
1421,TCD,oil-and-gas-production-and-transport,co2e_20yr,4698802.499,2017
1422,TKM,oil-and-gas-production-and-transport,co2,73533012.83,2017
1423,TKM,oil-and-gas-production-and-transport,ch4,2481790.894,2017
1424,TKM,oil-and-gas-production-and-transport,co2e_100yr,147490381.5,2017
1425,TKM,oil-and-gas-production-and-transport,co2e_20yr,300120002.3,2017
1426,TLS,oil-and-gas-production-and-transport,co2,1845217.01,2017
1427,TLS,oil-and-gas-production-and-transport,ch4,52051.49374,2017
1428,TLS,oil-and-gas-production-and-transport,co2e_100yr,3396351.523,2017
1429,TLS,oil-and-gas-production-and-transport,co2e_20yr,6626815.493,2017
1430,TTO,oil-and-gas-production-and-transport,co2,9961310.952,2017
1431,TTO,oil-and-gas-production-and-transport,ch4,303945.364,2017
1432,TTO,oil-and-gas-production-and-transport,co2e_100yr,19018882.8,2017
1433,TTO,oil-and-gas-production-and-transport,co2e_20yr,36712479.47,2017
1434,TUN,oil-and-gas-production-and-transport,co2,1055743.155,2017
1435,TUN,oil-and-gas-production-and-transport,ch4,43540.70516,2017
1436,TUN,oil-and-gas-production-and-transport,co2e_100yr,2353256.169,2017
1437,TUN,oil-and-gas-production-and-transport,co2e_20yr,5176506.009,2017
1438,TZA,oil-and-gas-production-and-transport,co2,189010.9824,2017
1439,TZA,oil-and-gas-production-and-transport,ch4,11527.16084,2017
1440,TZA,oil-and-gas-production-and-transport,co2e_100yr,532520.3754,2017
1441,TZA,oil-and-gas-production-and-transport,co2e_20yr,1181241.146,2017
1442,UKR,oil-and-gas-production-and-transport,co2,4546293.01,2017
1443,UKR,oil-and-gas-production-and-transport,ch4,211183.4272,2017
1444,UKR,oil-and-gas-production-and-transport,co2e_100yr,10839559.14,2017
1445,UKR,oil-and-gas-production-and-transport,co2e_20yr,23008518.85,2017
1446,THA,oil-and-gas-production-and-transport,co2,33247356.99,2017
1447,THA,oil-and-gas-production-and-transport,ch4,335837.2159,2017
1448,THA,oil-and-gas-production-and-transport,co2e_100yr,43255306.02,2017
1449,THA,oil-and-gas-production-and-transport,co2e_20yr,64654858.22,2017
1450,USA,oil-and-gas-production-and-transport,co2,389153859.3,2017
1451,USA,oil-and-gas-production-and-transport,ch4,13345401.13,2017
1452,USA,oil-and-gas-production-and-transport,co2e_100yr,786846812.8,2017
1453,VNM,oil-and-gas-production-and-transport,co2,4499710.941,2017
1454,VNM,oil-and-gas-production-and-transport,ch4,166737.1192,2017
1455,VNM,oil-and-gas-production-and-transport,co2e_100yr,9468477.092,2017
1456,VNM,oil-and-gas-production-and-transport,co2e_20yr,19402345.41,2017
1457,AGO,oil-and-gas-production-and-transport,co2,17603616.26,2018
1458,AGO,oil-and-gas-production-and-transport,ch4,684741.9322,2018
1459,AGO,oil-and-gas-production-and-transport,co2e_100yr,38008925.84,2018
1460,AGO,oil-and-gas-production-and-transport,co2e_20yr,77937956.99,2018
1461,ALB,oil-and-gas-production-and-transport,co2,266416.6553,2018
1462,ALB,oil-and-gas-production-and-transport,ch4,5508.122908,2018
1463,ALB,oil-and-gas-production-and-transport,co2e_100yr,430558.718,2018
1464,ALB,oil-and-gas-production-and-transport,co2e_20yr,803036.4203,2018
1465,ARG,oil-and-gas-production-and-transport,co2,39706834.52,2018
1466,ARG,oil-and-gas-production-and-transport,ch4,737709.9816,2018
1467,ARG,oil-and-gas-production-and-transport,co2e_100yr,61690591.98,2018
1468,ARG,oil-and-gas-production-and-transport,co2e_20yr,112789671.2,2018
1469,AZE,oil-and-gas-production-and-transport,co2,14391938.12,2018
1470,AZE,oil-and-gas-production-and-transport,ch4,369208.5684,2018
1471,AZE,oil-and-gas-production-and-transport,co2e_100yr,25394353.46,2018
1472,AZE,oil-and-gas-production-and-transport,co2e_20yr,50523419.69,2018
1473,BEN,oil-and-gas-production-and-transport,co2,7985.068373,2018
1474,BEN,oil-and-gas-production-and-transport,ch4,457.4106738,2018
1475,BEN,oil-and-gas-production-and-transport,co2e_100yr,21615.90645,2018
1476,BEN,oil-and-gas-production-and-transport,co2e_20yr,48033.76585,2018
1477,BGD,oil-and-gas-production-and-transport,co2,2737611.955,2018
1478,UZB,oil-and-gas-production-and-transport,co2,10824014.18,2017
1479,UZB,oil-and-gas-production-and-transport,ch4,509168.8366,2017
1480,UZB,oil-and-gas-production-and-transport,co2e_100yr,25997245.51,2017
1481,UZB,oil-and-gas-production-and-transport,co2e_20yr,55437495.13,2017
1482,VEN,oil-and-gas-production-and-transport,co2,103090061.0,2017
1483,VEN,oil-and-gas-production-and-transport,ch4,1182897.1,2017
1484,VEN,oil-and-gas-production-and-transport,co2e_100yr,138340394.5,2017
1485,VEN,oil-and-gas-production-and-transport,co2e_20yr,209919861.9,2017
1486,ARE,oil-and-gas-production-and-transport,co2,56490370.3,2018
1487,USA,oil-and-gas-production-and-transport,co2e_20yr,1617913737.0,2017
1488,BGD,oil-and-gas-production-and-transport,ch4,197551.5137,2018
1489,BGD,oil-and-gas-production-and-transport,co2e_100yr,8624647.064,2018
1490,BGD,oil-and-gas-production-and-transport,co2e_20yr,19863912.45,2018
1491,BGR,oil-and-gas-production-and-transport,co2,11126.56225,2018
1492,BGR,oil-and-gas-production-and-transport,ch4,319.814763,2018
1493,BGR,oil-and-gas-production-and-transport,co2e_100yr,20657.04219,2018
1494,BGR,oil-and-gas-production-and-transport,co2e_20yr,40343.76981,2018
1495,BHR,oil-and-gas-production-and-transport,co2,5015662.097,2018
1496,BHR,oil-and-gas-production-and-transport,ch4,125262.4118,2018
1497,BHR,oil-and-gas-production-and-transport,co2e_100yr,8748481.968,2018
1498,BHR,oil-and-gas-production-and-transport,co2e_20yr,16444520.28,2018
1499,BLZ,oil-and-gas-production-and-transport,co2,9179.63085,2018
1500,BLZ,oil-and-gas-production-and-transport,ch4,368.281052,2018
1501,BLZ,oil-and-gas-production-and-transport,co2e_100yr,20154.4062,2018
1502,BLZ,oil-and-gas-production-and-transport,co2e_20yr,41542.33742,2018
1503,BOL,oil-and-gas-production-and-transport,co2,6575246.378,2018
1504,BOL,oil-and-gas-production-and-transport,ch4,209258.6833,2018
1505,BOL,oil-and-gas-production-and-transport,co2e_100yr,12811155.14,2018
1506,BOL,oil-and-gas-production-and-transport,co2e_20yr,26188084.04,2018
1507,BRA,oil-and-gas-production-and-transport,co2,27403943.94,2018
1508,BRA,oil-and-gas-production-and-transport,ch4,759151.6713,2018
1509,BRA,oil-and-gas-production-and-transport,co2e_100yr,50026663.74,2018
1510,BRA,oil-and-gas-production-and-transport,co2e_20yr,97244186.5,2018
1511,BRB,oil-and-gas-production-and-transport,co2,9526.002118,2018
1512,BRB,oil-and-gas-production-and-transport,ch4,327.8695812,2018
1513,BRB,oil-and-gas-production-and-transport,co2e_100yr,19296.51564,2018
1514,BRB,oil-and-gas-production-and-transport,co2e_20yr,38797.62569,2018
1515,CHL,oil-and-gas-production-and-transport,co2,690270.1381,2018
1516,CHL,oil-and-gas-production-and-transport,ch4,19911.3326,2018
1517,CHL,oil-and-gas-production-and-transport,co2e_100yr,1283627.85,2018
1518,CHL,oil-and-gas-production-and-transport,co2e_20yr,2459454.724,2018
1519,CIV,oil-and-gas-production-and-transport,co2,393673.967,2018
1520,CIV,oil-and-gas-production-and-transport,ch4,23501.77047,2018
1521,CAN,oil-and-gas-production-and-transport,co2,308722057.6,2018
1522,CAN,oil-and-gas-production-and-transport,ch4,2832858.939,2018
1523,CAN,oil-and-gas-production-and-transport,co2e_100yr,393141254.0,2018
1524,CAN,oil-and-gas-production-and-transport,co2e_20yr,584672798.6,2018
1525,CHN,oil-and-gas-production-and-transport,co2,246277738.2,2018
1526,CHN,oil-and-gas-production-and-transport,ch4,2971760.073,2018
1527,CHN,oil-and-gas-production-and-transport,co2e_100yr,334836188.4,2018
1528,CHN,oil-and-gas-production-and-transport,co2e_20yr,516279361.4,2018
1529,CIV,oil-and-gas-production-and-transport,co2e_100yr,1094026.727,2018
1530,CIV,oil-and-gas-production-and-transport,co2e_20yr,2441385.159,2018
1531,CMR,oil-and-gas-production-and-transport,co2,3806519.263,2018
1532,CMR,oil-and-gas-production-and-transport,ch4,138416.5046,2018
1533,CMR,oil-and-gas-production-and-transport,co2e_100yr,7931331.099,2018
1534,CMR,oil-and-gas-production-and-transport,co2e_20yr,15628423.76,2018
1535,COD,oil-and-gas-production-and-transport,co2,297458.0816,2018
1536,COD,oil-and-gas-production-and-transport,ch4,9445.768491,2018
1537,COD,oil-and-gas-production-and-transport,co2e_100yr,578941.9827,2018
1538,COD,oil-and-gas-production-and-transport,co2e_20yr,1146747.342,2018
1539,COG,oil-and-gas-production-and-transport,co2,5643929.661,2018
1540,COG,oil-and-gas-production-and-transport,ch4,243628.0129,2018
1541,COG,oil-and-gas-production-and-transport,co2e_100yr,12904044.45,2018
1542,COG,oil-and-gas-production-and-transport,co2e_20yr,26739454.04,2018
1543,COL,oil-and-gas-production-and-transport,co2,27286652.81,2018
1544,COL,oil-and-gas-production-and-transport,ch4,365011.15,2018
1545,COL,oil-and-gas-production-and-transport,co2e_100yr,38163985.08,2018
1546,COL,oil-and-gas-production-and-transport,co2e_20yr,62393949.8,2018
1547,CUB,oil-and-gas-production-and-transport,co2,1865734.95,2018
1548,CUB,oil-and-gas-production-and-transport,ch4,15050.99539,2018
1549,CUB,oil-and-gas-production-and-transport,co2e_100yr,2314254.612,2018
1550,CUB,oil-and-gas-production-and-transport,co2e_20yr,3228209.976,2018
1551,DEU,oil-and-gas-production-and-transport,co2,849984.5649,2018
1552,DEU,oil-and-gas-production-and-transport,ch4,69635.21595,2018
1553,DEU,oil-and-gas-production-and-transport,co2e_100yr,2925114.0,2018
1554,DEU,oil-and-gas-production-and-transport,co2e_20yr,6804776.836,2018
1555,DNK,oil-and-gas-production-and-transport,co2,1559561.335,2018
1556,DNK,oil-and-gas-production-and-transport,ch4,70919.05922,2018
1557,DNK,oil-and-gas-production-and-transport,co2e_100yr,3672949.3,2018
1558,DNK,oil-and-gas-production-and-transport,co2e_20yr,8237935.166,2018
1559,DZA,oil-and-gas-production-and-transport,co2,56918878.38,2018
1560,DZA,oil-and-gas-production-and-transport,ch4,3993309.864,2018
1561,DZA,oil-and-gas-production-and-transport,co2e_100yr,175919512.3,2018
1562,DZA,oil-and-gas-production-and-transport,co2e_20yr,405171245.6,2018
1563,ECU,oil-and-gas-production-and-transport,co2,7445008.366,2018
1564,ECU,oil-and-gas-production-and-transport,ch4,240865.3058,2018
1565,ECU,oil-and-gas-production-and-transport,co2e_100yr,14622794.48,2018
1566,ECU,oil-and-gas-production-and-transport,co2e_20yr,28899403.26,2018
1567,EGY,oil-and-gas-production-and-transport,co2,20665003.09,2018
1568,EGY,oil-and-gas-production-and-transport,ch4,751969.7398,2018
1569,EGY,oil-and-gas-production-and-transport,co2e_100yr,43073701.34,2018
1570,EGY,oil-and-gas-production-and-transport,co2e_20yr,88501575.07,2018
1571,ESP,oil-and-gas-production-and-transport,co2,40962.95368,2018
1572,ESP,oil-and-gas-production-and-transport,ch4,1806.496129,2018
1573,ESP,oil-and-gas-production-and-transport,co2e_100yr,94796.53831,2018
1574,ESP,oil-and-gas-production-and-transport,co2e_20yr,199273.6511,2018
1575,EST,oil-and-gas-production-and-transport,co2,240660.7709,2018
1576,EST,oil-and-gas-production-and-transport,ch4,9424.85063,2018
1577,EST,oil-and-gas-production-and-transport,co2e_100yr,521521.3197,2018
1578,EST,oil-and-gas-production-and-transport,co2e_20yr,1067254.201,2018
1579,FRA,oil-and-gas-production-and-transport,co2,211635.1313,2018
1580,FRA,oil-and-gas-production-and-transport,ch4,6981.054861,2018
1581,FRA,oil-and-gas-production-and-transport,co2e_100yr,419670.5662,2018
1582,FRA,oil-and-gas-production-and-transport,co2e_20yr,843759.042,2018
1583,GAB,oil-and-gas-production-and-transport,co2,3090926.874,2018
1584,GAB,oil-and-gas-production-and-transport,ch4,119191.1255,2018
1585,GAB,oil-and-gas-production-and-transport,co2e_100yr,6642822.414,2018
1586,GAB,oil-and-gas-production-and-transport,co2e_20yr,13452271.62,2018
1587,GBR,oil-and-gas-production-and-transport,co2,15320389.52,2018
1588,GBR,oil-and-gas-production-and-transport,ch4,566407.8638,2018
1589,GBR,oil-and-gas-production-and-transport,co2e_100yr,32199343.86,2018
1590,GBR,oil-and-gas-production-and-transport,co2e_20yr,67513413.45,2018
1591,GEO,oil-and-gas-production-and-transport,co2,7593.315163,2018
1592,GEO,oil-and-gas-production-and-transport,ch4,300.6538721,2018
1593,GEO,oil-and-gas-production-and-transport,co2e_100yr,16552.80055,2018
1594,GEO,oil-and-gas-production-and-transport,co2e_20yr,33992.48477,2018
1595,GHA,oil-and-gas-production-and-transport,co2,1905223.585,2018
1596,GHA,oil-and-gas-production-and-transport,ch4,54252.57235,2018
