,country_code,year,emissions_total,emissions_per_capita,methane_emissions(kt_CO2_emissions),nitrous_oxide_emissions(mt_CO2_emissions),pop_0014_percent,pop_1564_percent,pop_65up_percent,pop_growth_percent,pop_total,urban_pop_total,urban_pop_percent,fossil_energy_use_imp,electricity_access_percent_imp,fdi_percent_gdp_imp,cereal_yield_imp,emissions_per_gdp_imp,gdp_per_capita_imp,gni_per_capita_imp,forest_area_in_per_imp,renewable_energy_consumption_imp,energy_use_per_capita_imp,pop_urb_aggl_percent_imp
2372,MDA,1993,17410.0,5.85246084044834,4760.00022888184,1500.0,26.2176243171256,64.0461433801939,9.73623230268049,-0.0270232209761006,2974817.0,1382725.0,46.481,98.3324353116873,100.0,0.2870217442144795,3832.4,0.2765953917042,2959.56085111119,2864.2606929737,10.0485584218513,2.39482857719037,2049.44875600751,18.63202609342295
2373,MDA,1992,20320.0,6.82882665500748,5170.00007629395,1610.0,26.5462851025451,63.9219053051657,9.53180959228922,0.0810579467465175,2975621.0,1385895.0,46.575,99.7286567721433,100.0,0.2870217442144795,2928.2,0.2765953917042,2959.56085111119,2864.2606929737,10.0152114390021,2.17491125163472,2300.67673268874,18.63202609342295
2377,FSM,2015,150.000005960464,1.37033861943381,50.0000007450581,30.0,33.065050268816,62.8202610050109,4.11468872617313,0.400941558500249,109462.0,24581.0,22.456,75.8021754207306,73.9390563964844,0.2870217442144795,1681.0,0.41120873490179,2891.32210264749,3470.0,91.8142857142857,1.44,1231.6124957689,18.63202609342295
2378,FSM,2014,140.000000596046,1.28412093296931,50.0000007450581,30.0,33.5627935133549,62.5761300264162,3.86107646022894,0.381376448431569,109024.0,24420.0,22.399,75.8021754207306,72.0532455444336,-0.160333910481121,1672.5,0.405550864754942,2928.44878191958,3100.0,91.7742857142857,1.4,1231.6124957689,18.63202609342295
2379,FSM,2013,140.000000596046,1.28902761830093,50.0000007450581,30.0,34.0697636947044,62.2942744419227,3.63596186337291,0.347720569318122,108609.0,24280.0,22.355,75.8021754207306,70.2488174438477,0.2870217442144795,1670.8,0.403608276620486,2920.70086272777,3100.0,91.7342857142857,1.41,1231.6124957689,18.63202609342295
2380,FSM,2012,129.999995231628,1.20112346839778,50.0000007450581,30.0,34.578036070663,61.9756633897553,3.44630053958164,0.319268822321146,108232.0,24162.0,22.324,75.8021754207306,68.4323654174805,0.2870217442144795,1671.1,0.367308818408626,3023.58544607879,3050.0,91.6942857142857,1.42,1231.6124957689,18.63202609342295
2381,FSM,2011,119.999997317791,1.11227485533745,50.0000007450581,30.0,35.0005097926534,61.6978876046234,3.30160260272322,0.277526573301423,107887.0,24064.0,22.305,75.8021754207306,66.5939865112305,0.2870217442144795,1519.5,0.338948700745398,2885.44124871393,2950.0,91.6542857142857,1.57,1231.6124957689,18.63202609342295
2382,FSM,2010,109.999999403954,1.02241885158153,39.9999991059303,20.0,35.5189961659115,61.2422446845591,3.23875914952945,-0.259914003442924,107588.0,23990.0,22.298,75.8021754207306,64.5315170288086,0.2870217442144795,1483.2,0.327271335574415,2760.0113395546,2780.0,91.6142857142857,1.95,1231.6124957689,18.63202609342295
2383,FSM,2009,129.999995231628,1.2051766532394,39.9999991059303,20.0,36.0497832989547,60.6781468004728,3.27206990057246,-0.772033459891083,107868.0,24060.0,22.305,75.8021754207306,62.4268074035645,0.2870217442144795,1424.7,0.40026721644148,2598.40360440538,2690.0,91.5757142857143,1.15,1231.6124957689,18.63202609342295
2384,FSM,2008,119.999997317791,1.10391519463673,39.9999991059303,20.0,36.455252542443,60.2031194660755,3.34162799148149,-0.758815202826041,108704.0,24253.0,22.311,75.8021754207306,60.6493339538574,0.2870217442144795,1370.6,0.375910260605337,2420.7490064763,2470.0,91.5371428571429,1.44,1231.6124957689,18.63202609342295
