iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
ZAF,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.703912,
ZAF,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.703918,
ZAF,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.703928,
ZAF,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.703933,
PRI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704039,
PRI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.704045,
PRI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704057,
PRI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704062,
BFA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704176,
BFA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.704181,
BFA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704193,
BFA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704199,
SLB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704307,
SLB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.704312,
SLB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704322,
SLB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704327,
FJI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.70458,
FJI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.704586,
FJI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704597,
FJI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704602,
NRU,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704713,
NRU,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.70472,
NRU,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704731,
NRU,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704736,
AND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704861,
AND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.704866,
AND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.704877,
AND,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.704882,
LKA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.704998,
LKA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705004,
LKA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705016,
LKA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705022,
PCN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705139,
PCN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705144,
PCN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705154,
PCN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705159,
TUV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705273,
TUV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705279,
TUV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705289,
TUV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705294,
ZMB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705403,
ZMB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705408,
ZMB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705421,
ZMB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705426,
NER,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705533,
NER,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705538,
NER,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705548,
NER,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705555,
BWA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.704446,2022-09-15 16:29:30.315219
BWA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.704451,2022-09-15 16:29:30.315219
BWA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.704461,2022-09-15 16:29:30.315219
BWA,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.704466,2022-09-15 16:29:30.315219
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705664,
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.705669,
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705679,
BTN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705684,
VCT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705794,
VCT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.7058,
VCT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.70581,
VCT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705815,
GRL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.705924,
GRL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.70593,
GRL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.705941,
GRL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.705946,
BRN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706057,
BRN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706062,
BRN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706073,
BRN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706078,
GLP,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706189,
GLP,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706194,
GLP,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706204,
GLP,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706209,
ABW,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706316,
ABW,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706321,
ABW,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706333,
ABW,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706338,
UMI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706449,
UMI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706454,
UMI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706464,
UMI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706471,
KIR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706716,
KIR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706721,
KIR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706731,
KIR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706736,
SWZ,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706851,
SWZ,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706856,
SWZ,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.706866,
SWZ,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.706872,
MDV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.706991,
MDV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.706997,
MDV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707007,
MDV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707012,
SLV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.706584,2022-09-15 16:29:30.315219
SLV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.706589,2022-09-15 16:29:30.315219
SLV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.706601,2022-09-15 16:29:30.315219
SLV,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.706606,2022-09-15 16:29:30.315219
MHL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.707124,
MHL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.707129,
MHL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707139,
MHL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707144,
JEY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.707383,
JEY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.707389,
JEY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707404,
JEY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707409,
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.707656,
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.707661,
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707672,
KEN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707677,
TJK,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.70779,
TJK,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.707795,
TJK,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707807,
TJK,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707814,
SMR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.707921,
SMR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.707927,
SMR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.707937,
SMR,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.707942,
CYM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.708187,
CYM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708192,
CYM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708204,
CYM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.708209,
ARM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.708318,
ARM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708323,
ARM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708333,
ARM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.708339,
ASM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.70845,
ASM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708455,
ASM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708465,
ASM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.70847,
SWE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.707253,2022-09-15 16:29:30.315219
SWE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.707258,2022-09-15 16:29:30.315219
SWE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.70727,2022-09-15 16:29:30.315219
SWE,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.707275,2022-09-15 16:29:30.315219
URY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.707518,2022-09-15 16:29:30.315219
URY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.707523,2022-09-15 16:29:30.315219
URY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,0,tonnes,annual,2022-09-05 15:48:05.707533,2022-09-15 16:29:30.315219
URY,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,0,tonnes,annual,2022-09-05 15:48:05.707538,2022-09-15 16:29:30.315219
MLT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,0,tonnes,annual,2022-09-05 15:48:05.708055,2022-09-15 16:29:30.315219
MLT,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,0,tonnes,annual,2022-09-05 15:48:05.708065,2022-09-15 16:29:30.315219
GNB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.708583,
GNB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708588,
GNB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708606,
GNB,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.708611,
SDN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.708723,
SDN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708728,
SDN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708738,
SDN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.708743,
LBN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.708862,
LBN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.708868,
LBN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.708878,
LBN,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.708883,
KHM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.709133,
KHM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.709138,
KHM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.709148,
KHM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.709154,
MLI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.70953,
MLI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.709535,
MLI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.709546,
MLI,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.709552,
ISL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.709662,
ISL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.709667,
ISL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.709677,
ISL,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.709682,
BES,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.709795,
BES,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,ch4,,tonnes,annual,2022-09-05 15:48:05.7098,
BES,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_100yr,,tonnes,annual,2022-09-05 15:48:05.70981,
BES,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2e_20yr,,tonnes,annual,2022-09-05 15:48:05.709815,
SOM,2021-01-01 00:00:00,2021-12-31 00:00:00,oil-and-gas-production-and-transport,co2,,tonnes,annual,2022-09-05 15:48:05.709929,
