country_code,year,forest_area_percent,cereal_yield,electricity_access_percent,renew_energy_percent,energy_use_per_capita,emissions_total,emissions_per_capita,emissions_per_gdp,gdp_growth_percent,gdp_per_capita,gni_per_capita,pop_growth_percent,pop_total,urb_pop_growth_percent,urban_pop_total,urban_pop_percent
AGO,2004,60.5505462420791,491.7,28.4705505371094,61.92,464.486438612497,17450.0007629395,0.929619336237945,0.167030066217545,10.9500000059465,1254.69556291539,1010.0,3.50638882370405,18771125.0,5.68584496286432,10291645.0,54.827
AGO,2003,60.9957704339456,646.1,27.4127769470215,65.14,467.570188203246,16760.0002288818,0.924723238442631,0.177992019181403,2.99000000000001,982.805600622396,710.0,3.41332121240757,18124342.0,5.64513817273351,9722803.0,53.645
AGO,2002,61.4409946258121,627.2,26.3521175384521,70.42,448.345608584175,15689.9995803833,0.895745322664047,0.17161075409944,13.6656887608562,872.657771693749,590.0,3.33513160843876,17516139.0,5.62376227868434,9189142.0,52.461
AGO,2001,61.8862188176787,585.4,20.0,72.34,443.087769758524,15960.0,0.942060504721311,0.198419267787883,4.2059985561951,527.463201835885,390.0,3.28521723299089,16941587.0,5.62744231595919,8686629.0,51.274
AGO,2000,62.3314430095452,564.4,24.2127437591553,73.44,438.58776427709,16200.0,0.988162665238182,0.209874024128153,3.05462423430785,556.88424373456,360.0,3.24412146672851,16394062.0,5.64866955326432,8211294.0,50.087
DZA,2014,0.818057386616507,1369.2,99.0870132446289,0.07,1333.13606896647,147740.005493164,3.81164512736797,0.329691157781253,3.80000000016804,5516.23060417242,5510.0,1.97904881035906,38760168.0,2.90182179829983,27217778.0,70.221
DZA,2013,0.814866442180927,1813.1,99.0022048950195,0.13,1252.07479476785,139020.004272461,3.6583608983826,0.322020737164706,2.8,5519.77757552373,5540.0,1.9667158178046,38000626.0,2.92129941666144,26439316.0,69.576
DZA,2012,0.811675497745346,1677.6,98.7646636962891,0.18,1233.61694776324,134929.992675781,3.62125480164594,0.321298097353964,3.40000000029599,5610.73089400516,5220.0,1.94310213435967,37260563.0,2.93325834377157,25678117.0,68.915
DZA,2011,0.808484553309765,1643.3,98.8880310058594,0.18,1144.32285037731,120790.000915527,3.30537210161235,0.297406995968515,2.89999999946306,5473.2805504316,4610.0,1.89839428094337,36543541.0,2.92362164020675,24935851.0,68.236
DZA,2010,0.805293608874184,1474.3,98.8589324951172,0.26,1117.98048903145,114180.000305176,3.18437374165018,0.289284796930533,3.60000000003535,4495.92044814301,4490.0,1.85870199052442,35856344.0,2.9214805958999,24217375.0,67.54
DZA,2009,0.791060317247055,1653.9,98.8451843261719,0.31,1158.18235445087,112169.998168945,3.18700648510356,0.294423206842478,1.60000000037586,3898.47970014449,4300.0,1.79590393152832,35196037.0,2.89279288193908,23520104.0,66.826
DZA,2008,0.776827025619925,1034.0,99.3000030517578,0.3,1078.20433634276,107750.0,3.11690111934211,0.287346765375238,2.40000000008489,4946.56401720759,4230.0,1.70897167476718,34569592.0,2.84862438842223,22849463.0,66.097
DZA,2007,0.762593733992795,1253.4,98.8529357910156,0.41,1083.9941599279,102750.0,3.02349702992544,0.280589116155416,3.39999999955816,3971.80348828223,3620.0,1.62790867702938,33983827.0,2.78998744748105,22207751.0,65.348
DZA,2006,0.748360442365665,1503.7,98.869010925293,0.41,1038.27462054824,99809.9975585938,2.98518793909253,0.281827633715458,1.70000000049772,3500.13541289238,3130.0,1.44113729642515,33435080.0,2.62941198808677,21596721.0,64.593
DZA,2005,0.734127150738536,1500.8,98.8896102905273,0.58,983.682159828551,94190.0024414063,2.85799339804472,0.27048008257519,5.89999999966911,3131.32853176212,2730.0,1.36408196251206,32956690.0,2.57616153899167,21036255.0,63.83
DZA,2004,0.719893859111406,1344.1,98.9120788574219,0.44,957.598304728247,89489.9978637695,2.75267566490605,0.272145363690916,4.29999999976991,2624.79523151946,2260.0,1.40727321515229,32510186.0,2.6470662285033,20501248.0,63.061
DZA,2003,0.705660567484276,1470.3,98.9340133666992,0.47,959.25050637351,88190.0024414063,2.75113315210834,0.279724241794807,7.20000000046512,2117.04754514758,1940.0,1.35423891111813,32055883.0,2.61935316011717,19965686.0,62.284
DZA,2002,0.691427275857146,1058.6,98.9530563354492,0.51,914.915039815719,82400.0015258789,2.6055586914062,0.280177177449257,5.60000000000744,1794.811114232,1740.0,1.34886695233422,31624696.0,2.64007182073424,19449504.0,61.501
DZA,2001,0.677193984230017,1106.9,98.9668731689453,0.43,866.947117214408,78650.0,2.52075375184469,0.282402268638732,3.00000000021079,1754.58283816577,1680.0,1.37593080261361,31200985.0,2.69070377933956,18942742.0,60.712
DZA,2000,0.662960692602887,883.3,98.9730987548828,0.43,877.171907332344,80050.0,2.60116932065548,0.296052010841882,3.79999999969765,1780.37587355483,1610.0,1.40229085828763,30774621.0,2.74811230466512,18439845.0,59.919
ALB,2014,28.7505109489051,4892.6,99.9499969482422,38.56,808.455839595944,4820.00017166138,1.66833737091547,0.14395963950653,1.77444885260394,4578.63320812155,4540.0,-0.207046999760594,2889104.0,1.64611599636276,1630119.0,56.423
ALB,2013,28.6985583941606,4949.8,100.0,41.14,801.329975005976,4440.00005722046,1.53363003912154,0.134963220121536,1.00201754071108,4413.06200528903,4540.0,-0.183211384606402,2895092.0,1.74363937043308,1603505.0,55.387
ALB,2012,28.6466058394161,4883.8,99.9000015258789,39.91,687.896259861998,4360.0001335144,1.50324046003101,0.133859441143486,1.4172427999078,4247.63004748194,4360.0,-0.165151040121679,2900401.0,1.84837893643447,1575788.0,54.33
ALB,2011,28.5946532846715,4750.7,100.0,35.84,764.968616564465,4849.99990463257,1.66942319005525,0.151013590802968,2.54540614450104,4437.14261222684,4410.0,-0.269017331764615,2905195.0,1.78778378467889,1546929.0,53.247
ALB,2010,28.542700729927,4761.8,100.0,36.99,729.154372728518,4449.99980926514,1.52762366260495,0.142085744146981,3.70693815255319,4094.34838574494,4360.0,-0.49646196338738,2913021.0,1.60937326447224,1519519.0,52.163
ALB,2009,28.4960948905109,4315.3,100.0,37.09,732.316681804627,4219.99979019165,1.44149356167856,0.139736787734516,3.35428934987461,4114.13489916342,4280.0,-0.673894046451936,2927519.0,1.47328791317413,1495260.0,51.076
ALB,2008,28.4494890510949,4081.2,100.0,35.79,710.748498463347,4079.99992370605,1.38431124871868,0.139632651915805,7.50004143020151,4370.5399247769,4040.0,-0.767342959142321,2947314.0,1.43512421072918,1473392.0,49.991
ALB,2007,28.4028832116788,3728.4,100.0,32.0,679.861765101008,4139.9998664856,1.3939313702533,0.152312585399506,5.98325951855567,3595.03805682893,3460.0,-0.75571875541991,2970017.0,1.49221506952818,1452398.0,48.902
ALB,2006,28.3562773722628,3602.6,100.0,31.62,706.859407721917,4010.00022888184,1.33999573904164,0.156356929203744,5.90265903591924,2972.74292399799,3050.0,-0.630911244851673,2992547.0,1.66222789724062,1430886.0,47.815
ALB,2005,28.3096715328467,3462.1,100.0,36.77,719.584378082987,4030.00020980835,1.33820939947885,0.16641201084184,5.52642424695465,2673.78658429559,2620.0,-0.511790116421897,3011487.0,1.82642935665107,1407298.0,46.731
